,SK_ID_CURR,TARGET,index,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,REGION,NAME_TYPE_SUITE_Children,NAME_TYPE_SUITE_Family,NAME_TYPE_SUITE_Rare,"NAME_TYPE_SUITE_Spouse, partner",NAME_TYPE_SUITE_Unaccompanied,NAME_INCOME_TYPE_Commercial associate,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_Rare,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Lower secondary,NAME_EDUCATION_TYPE_Secondary / secondary special,OCCUPATION_TYPE_Accountants,OCCUPATION_TYPE_Core staff,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_HR staff,OCCUPATION_TYPE_High skill tech staff,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_Low-skill Laborers,OCCUPATION_TYPE_Managers,OCCUPATION_TYPE_Medicine staff,OCCUPATION_TYPE_Realty agents,OCCUPATION_TYPE_Sales staff,OCCUPATION_TYPE_Secretaries,ORGANIZATION_TYPE_Agriculture,ORGANIZATION_TYPE_Business Entity,ORGANIZATION_TYPE_Construction,ORGANIZATION_TYPE_Education,ORGANIZATION_TYPE_Finance,ORGANIZATION_TYPE_Government,ORGANIZATION_TYPE_HotelRestaurant,ORGANIZATION_TYPE_House,ORGANIZATION_TYPE_Industry,ORGANIZATION_TYPE_Other,ORGANIZATION_TYPE_Public,ORGANIZATION_TYPE_Security,ORGANIZATION_TYPE_Self-employed,ORGANIZATION_TYPE_Services,ORGANIZATION_TYPE_Trade,ORGANIZATION_TYPE_Transport,ORGANIZATION_TYPE_XNA,DAYS_EMPLOYED_PERC,INCOME_CREDIT_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,NEW_EXT_MEAN,NEW_APP_EXT_SOURCES_PROD,NEW_GOODS_CREDIT,NEW_C_GP,NEW_APP_AGE,NEW_LOAN_VALUE_RATIO,INCOME_PER_PERSON_PERC_PAYMENT_RATE,NAME_FAMILY_STATUS
10,307347,0,178931,0,0,0,1,0,90000,319500,9153,319500,0.01885,-10454,-1201,-5109,-3105,2,2,2,11,0.556856624,0.436506499,0,0,0,0,-14,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.114884255,0.281690141,45000,0.1017,0.028647887,0.496681561,0.243071535,1,0,29,1,1570796.46,Married
11,218617,0,102176,0,0,1,0,0,112500,269550,21739.5,225000,0.035792,-14936,-1203,-4263,-4744,2,2,2,13,0.49679286,0.53348163,0,0,0,0,-1445,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080543653,0.41736227,56250,0.19324,0.080651085,0.515137245,0.265029865,0.834724541,-0.396,41,1.198,697448.7684,Married
12,207661,0,92722,0,1,0,0,0,202500,614223,27184.5,549000,0.008474,-23356,-1226,-3,-1874,1,2,2,9,0.580804072,0.681705878,0,0,0,0,-79,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.052491865,0.329684821,202500,0.134244444,0.044258356,0.631254975,0.39593755,0.893812182,-0.322088889,64,1.118803279,4575407.217,Widow
13,265501,0,142731,0,1,0,1,3,67500,239850,25830,225000,0.00712,-10961,-2117,-624,-672,5,2,2,13,0.385565642,0.53348163,0,0,0,0,-593,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.193139312,0.281425891,13500,0.382666667,0.107692308,0.459523636,0.205692187,0.938086304,-0.22,30,1.066,125357.1429,Married
14,152983,0,45735,0,1,0,0,1,45000,343377,19840.5,283500,0.014464,-14511,-1598,-2563,-3960,3,2,2,7,0.650023929,0.53348163,4,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110123355,0.131051293,15000,0.4409,0.057780515,0.59175278,0.346775825,0.825623149,-1.3306,40,1.211206349,259603.0846,Married
15,355104,0,220211,0,0,0,1,0,202500,601470,30838.5,450000,0.00496,-10291,-859,-4144,-2982,1,2,2,13,0.717924704,0.479448981,1,0,1,0,-525,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.083470994,0.336675146,202500,0.152288889,0.051271884,0.598686843,0.344208268,0.748166991,-0.748,28,1.3366,3949533.051,Single / not married
16,248801,0,128279,0,0,0,0,0,112500,270000,16443,270000,0.004849,-9049,-1160,-8267,-1536,1,2,2,15,0.472743654,0.567379237,1,0,1,0,-466,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12819096,0.416666667,112500,0.14616,0.0609,0.520061446,0.268224934,1,0,25,1,1847290.64,Single / not married
17,200100,0,86251,0,1,0,0,0,202500,691020,26905.5,495000,0.007114,-10007,-661,-252,-1415,2,2,2,14,0.477913607,0.286652483,1,0,1,0,-407,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.066053762,0.293045064,101250,0.132866667,0.038935921,0.382283045,0.136995122,0.716332378,-0.968,27,1.396,2600426.493,Married
18,309109,0,180433,0,0,1,0,0,382500,781920,37615.5,675000,0.035792,-14967,-808,-1182,-2824,2,2,2,10,0.618052716,0.528092751,0,0,0,0,-3434,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053985435,0.489180479,191250,0.098341176,0.048106584,0.573072733,0.326389159,0.863259669,-0.279529412,41,1.1584,3975547.314,Married
19,329760,0,198166,0,1,1,0,0,67500,835380,35523,675000,0.003122,-19536,-658,-2580,-3059,2,3,3,15,0.335444794,0.420610964,0,0,0,0,-581,0,0,0,1,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.033681409,0.080801551,33750,0.526266667,0.042523163,0.378027879,0.141091758,0.808015514,-2.376,54,1.2376,793685.0773,Married
20,309199,0,180513,0,1,0,0,0,112500,675000,21906,675000,0.031329,-18832,-655,-6167,-2372,2,2,2,10,0.651177184,0.567379237,2,1,2,1,-2485,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.034781223,0.166666667,56250,0.19472,0.032453333,0.60927821,0.369464413,1,0,52,1,1733258.012,Married
21,307492,1,179059,0,1,0,1,2,54000,446931,21865.5,369000,0.018801,-11272,-487,-479,-3147,4,2,2,10,0.17273799,0.651260219,0,0,0,0,-200,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0432044,0.12082402,13500,0.404916667,0.048923659,0.411999105,0.112497381,0.825630802,-1.443166667,31,1.211195122,275940.1111,Married
22,125232,0,21659,0,1,0,1,0,112500,675000,32602.5,675000,0.035792,-12289,-4162,-6412,-3367,2,2,2,15,0.374709416,0.17352743,5,0,5,0,-24,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338676865,0.166666667,56250,0.2898,0.0483,0.274118423,0.065022362,1,0,34,1,1164596.273,Married
23,188678,0,76471,0,1,0,1,0,94500,182448,18175.5,157500,0.020246,-17186,-3492,-3199,-736,2,3,3,6,0.011901935,0.802745476,0,0,0,0,-134,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203188642,0.517955801,47250,0.192333333,0.099620166,0.407323705,0.009554224,0.863259669,-0.264,47,1.1584,474301.5598,Married
24,137129,0,32017,0,1,0,1,2,45000,270000,10179,270000,0.035792,-16071,-2045,-6997,-4415,4,2,2,9,0.71544266,0.332850564,7,0,7,0,-1917,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127247838,0.166666667,11250,0.2262,0.0377,0.524146612,0.238135493,1,0,44,1,298408.4881,Married
25,165989,0,56933,0,1,0,1,0,135000,491823,21793.5,373500,0.025164,-9930,-973,-9899,-219,2,2,2,16,0.060931054,0.53348163,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.097985901,0.274488993,67500,0.161433333,0.044311673,0.297206342,0.032505598,0.759419547,-0.876466667,27,1.316795181,1523300.64,Married
26,180147,0,69103,0,1,0,0,0,76500,450000,22018.5,450000,0.025164,-13739,-3481,-2996,-3010,2,2,2,14,0.297430573,0.218859082,4,0,4,0,-1820,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.253366329,0.17,38250,0.287823529,0.04893,0.258144828,0.065095382,1,0,38,1,781729.0006,Married
27,337132,0,204546,0,0,0,0,0,135000,652500,31518,652500,0.028663,-19530,-7018,-10366,-2816,2,2,2,12,0.639733238,0.53348163,0,0,0,0,-1196,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359344598,0.206896552,67500,0.233466667,0.048303448,0.586607434,0.341285931,1,0,54,1,1397415.762,Married
28,359967,0,224454,0,1,0,0,0,157500,528633,22527,472500,0.00712,-9807,-2439,-3917,-2412,2,2,2,9,0.633556816,0.53348163,2,0,2,0,-1508,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.248699908,0.297938267,78750,0.143028571,0.042613685,0.583519223,0.337990923,0.893814802,-0.3564,27,1.1188,1847997.903,Civil marriage
29,375261,0,237641,0,1,1,1,2,540000,1174090.5,44851.5,1080000,0.010006,-13893,-6380,-2897,-4593,4,2,1,10,0.796823233,0.410102573,1,1,1,1,-2051,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.45922407,0.459930474,135000,0.083058333,0.038201059,0.603462903,0.326779258,0.919860948,-0.174241667,38,1.087120833,3533933.48,Civil marriage
30,326682,0,195492,0,0,1,0,0,166500,254700,25191,225000,0.02461,-21882,-2987,-11125,-3984,2,2,2,17,0.578475653,0.597192427,0,0,0,0,-3143,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13650489,0.653710247,83250,0.151297297,0.098904594,0.58783404,0.345461279,0.883392226,-0.178378378,60,1.132,841720.2572,Married
31,248447,1,127986,0,0,1,1,0,67500,427500,19926,427500,0.030755,-23383,-1226,-10545,-4148,2,2,2,18,0.563687804,0.633031641,0,0,0,0,-2637,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.052431253,0.157894737,33750,0.2952,0.046610526,0.598359723,0.356832216,1,0,64,1,724085.3659,Married
32,132192,0,27691,0,1,0,1,0,68850,675000,19867.5,675000,0.030755,-22013,-1226,-6158,-4500,2,2,2,9,0.242952498,0.424130311,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.055694362,0.102,34425,0.288562092,0.029433333,0.333541405,0.103043519,1,0,60,1,1169592.299,Married
33,211785,0,96287,0,1,1,0,1,238500,1102171.5,46827,945000,0.020713,-15024,-2496,-3286,-5078,3,3,2,9,0.674688155,0.735220999,0,0,0,0,-1703,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.166134185,0.216391006,79500,0.196339623,0.042486129,0.704954577,0.4960449,0.857398327,-0.659,41,1.166319048,1871198.972,Civil marriage
34,209903,0,94650,0,1,0,0,1,103500,450000,24543,450000,0.028663,-13008,-1005,-3881,-3916,3,2,2,9,0.541661216,0.53348163,7,0,7,0,-372,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.077260148,0.23,34500,0.237130435,0.05454,0.537571423,0.288966308,1,0,36,1,632563.2563,Married
35,301947,0,174262,0,1,1,0,1,202500,855000,38637,855000,0.006629,-11435,-2618,-2873,-3442,3,2,2,4,0.608057028,0.583237926,4,0,4,0,-893,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.228946218,0.236842105,67500,0.1908,0.045189474,0.595647477,0.35464192,1,0,31,1,1493710.692,Married
36,104598,0,3935,0,1,0,1,0,180000,417024,15453,360000,0.00702,-15304,-3540,-6798,-5013,2,2,2,13,0.646623627,0.258084204,0,0,0,0,-1314,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.231312075,0.431629834,90000,0.08585,0.037055421,0.452353915,0.166883344,0.863259669,-0.3168,42,1.1584,2428794.409,Married
37,232377,0,114144,0,1,0,0,1,144000,291384,26856,270000,0.007114,-12450,-2631,-1287,-2170,3,2,2,13,0.569058308,0.19977057,0,0,0,0,-1146,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211325301,0.49419323,48000,0.1865,0.092167037,0.384414439,0.113681102,0.926612305,-0.1485,34,1.0792,520793.5657,Married
38,337656,0,205007,0,0,1,0,1,270000,450000,35554.5,450000,0.008625,-11134,-676,-582,-3403,3,2,2,10,0.447452034,0.160488931,0,0,0,0,-475,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060714927,0.6,90000,0.131683333,0.07901,0.303970482,0.071811098,1,0,31,1,1139096.317,Civil marriage
39,231662,0,113528,0,1,0,0,0,234000,698517,25218,603000,0.007274,-22929,-1226,-3270,-3999,2,2,2,12,0.556203585,0.560284328,0,0,0,0,-2335,0,0,0,1,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.053469406,0.334995426,117000,0.107769231,0.036102199,0.558243956,0.311632152,0.863257444,-0.408192308,63,1.158402985,3240799.786,Married
40,286037,0,160484,0,1,1,1,0,180000,539100,25933.5,450000,0.006207,-11000,-994,-764,-2308,2,2,2,15,0.031155383,0.53348163,0,0,0,0,-511,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.090363636,0.333889816,90000,0.144075,0.048105175,0.282318507,0.016620825,0.834724541,-0.495,30,1.198,1870900.573,Married
41,241051,0,121660,0,0,0,0,0,157500,616500,20016,616500,0.015221,-20757,-2288,-5420,-3523,2,2,2,11,0.641565722,0.403141677,0,0,0,0,-1334,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.110227875,0.255474453,78750,0.127085714,0.032467153,0.522353699,0.258641881,1,0,57,1,2425528.327,Married
42,166777,0,57619,0,0,1,1,2,157500,323460,29794.5,270000,0.009175,-14854,-1168,-5121,-5121,4,2,2,12,0.739007613,0.210350229,0,0,0,0,-810,0,0,0,2,0,5,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.078632018,0.486922649,39375,0.189171429,0.092111853,0.474678921,0.15545042,0.834724541,-0.339428571,41,1.198,427469.4155,Married
